ncbi,uniprot,protein.protein_id,protein.name,domain,domains.domains_id,length,genus,gene,gene_begin,gene_end,cluster,species,superkingdom,kingdom,phylum,score,nbdomain
WP_150254217,,26350,hypothetical protein,PropLec6B_tectonin,45256,231,Nocardiopsis,NZ_VWVS01000017.1,155779,156474,,Nocardiopsis deserti,Bacteria,None,Actinobacteria,0.541,6
WP_150291278,,34961,VCBS repeat-containing protein,PropLec7B_PVL,45259,864,Sphingobium,NZ_LFCT01000009.1,918,3512,,Sphingobium estronivorans,Bacteria,None,Proteobacteria,0.523,6
WP_150356696,,9926,carbohydrate-binding protein,PropLec7A_PLL,45261,329,Clostridium,NZ_VXJK01000027.1,9493,10482,,Clostridium sp HV45A1G,Bacteria,None,Firmicutes,0.624,6
WP_150831890,,19570,hypothetical protein,PropLec7A_PLL,45268,441,Mesorhizobium,NZ_VFVZ01000037.1,44062,45387,,Mesorhizobium sp B233,Bacteria,None,Proteobacteria,0.15,6
WP_150938997,,20114,VCBS repeat-containing protein,PropLec7B_PVL,45307,534,Microbispora,NZ_VYTZ01000017.1,6590,8194,,Microbispora cellulosiformans,Bacteria,None,Actinobacteria,0.287,6
WP_150946005,,41510,matrixin family metalloprotease,PropLec7A_PLL,45314,592,Streptomyces,NZ_VZRB01000004.1,243703,245481,,Streptomyces sp HITDPA4,Bacteria,None,Actinobacteria,0.653,7
WP_150968589,,5396,hypothetical protein,PropLec7A_PLL,45319,563,Aureimonas,NZ_VZDO01000003.1,169565,171256,,Aureimonas leprariae,Bacteria,None,Proteobacteria,0.219,5
WP_151016373,,21237,"VCBS repeat-containing protein, partial",PropLec7B_PVL,45324,317,Micromonospora,NZ_WAAR01000366.1,5,959,,Micromonospora aurantiaca,Bacteria,None,Actinobacteria,0.232,4
WP_151030771,,8674,VCBS repeat-containing protein,PropLec7B_PVL,45326,614,Cellvibrio,NZ_CP031728.1,482915,484759,,Cellvibrio sp KYGH1,Bacteria,None,Proteobacteria,0.329,5
WP_151078274,,15116,VCBS repeat-containing protein,PropLec7B_PVL,45328,682,Hymenobacter,NZ_CP047647.1,3909774,3911822,,Hymenobacter busanensis,Bacteria,None,Bacteroidetes,0.28,5
WP_151080085,,15118,VCBS repeat-containing protein,PropLec7B_PVL,45329,590,Hymenobacter,NZ_VTWU01000006.1,234234,236006,,Hymenobacter busanensis,Bacteria,None,Bacteroidetes,0.341,4
WP_151097979,,15438,zinc metalloprotease,PropLec7A_PLL,45330,646,Janthinobacterium,NZ_VZAB01000002.1,3312224,3314164,,Janthinobacterium sp SLB1,Bacteria,None,Proteobacteria,0.294,7
WP_151453495,,22758,VCBS repeat domain-containing M23 family metallopeptidase,PropLec7B_PVL,45334,373,Micromonospora,NZ_WAAS01000029.1,14686,15807,,Micromonospora sp AMSO12t,Bacteria,None,Actinobacteria,0.267,4
WP_151455690,,23298,VCBS repeat domain-containing M23 family metallopeptidase,PropLec7B_PVL,45338,506,Micromonospora,NZ_WAAS01000137.1,4922,6442,,Micromonospora sp AMSO12t,Bacteria,None,Actinobacteria,0.283,6
WP_151455692,,23084,N-acetylmuramoyl-L-alanine amidase,PropLec7B_PVL,45339,688,Micromonospora,NZ_WAAS01000137.1,7686,9752,,Micromonospora sp AMSO12t,Bacteria,None,Actinobacteria,0.266,5
WP_151460519,,22857,hypothetical protein,PropLec7A_PLL,45342,669,Micromonospora,NZ_WBKT01000004.1,77735,79744,,Micromonospora sp AMSO31t,Bacteria,None,Actinobacteria,0.401,4
WP_151479932,,36228,glycoside hydrolase family 27 protein,PropLec7A_PLL,45362,716,Streptomyces,NZ_VWMY01000027.1,73884,76034,,Streptomyces albicerus,Bacteria,None,Actinobacteria,0.338,4
WP_151490332,,22979,"PIG-L family deacetylase, partial",PropLec7A_PLL,45382,632,Micromonospora,NZ_WBKR01000068.1,26178,28075,,Micromonospora sp ALFpr18c,Bacteria,None,Actinobacteria,0.205,3
WP_151496318,,22209,glycoside hydrolase family 27 protein,PropLec7A_PLL,45385,737,Micromonospora,NZ_WBKQ01000008.1,31640,33853,,Micromonospora noduli,Bacteria,None,Actinobacteria,0.396,3
WP_151501715,,23453,"VCBS repeat-containing protein, partial",PropLec7B_PVL,45400,275,Micromonospora,NZ_WBKS01000262.1,1,827,,Micromonospora sp AMSO1212t,Bacteria,None,Actinobacteria,0.317,4
WP_151525046,,34168,hypothetical protein,PropLec7A_PLL,45406,288,Serinicoccus,NZ_VSLG01000005.1,13110,13976,,Serinicoccus sp P2D13,Bacteria,None,Actinobacteria,0.335,2
WP_152088774,,5006,DUF4347 domain-containing protein,PropLec7B_PVL,45423,820,Arthrospira,NZ_BIMW01000285.1,700,3162,,Arthrospira platensis,Bacteria,None,Cyanobacteria,0.279,5
WP_152089689,,5450,hypothetical protein,PropLec7A_PLL,45424,210,Azospira,NZ_AP021844.1,1706768,1707400,,Azospira sp I9,Bacteria,None,Proteobacteria,0.436,4
WP_152253204,,15448,zinc metalloprotease,PropLec7A_PLL,45429,646,Janthinobacterium,NZ_WFLJ01000014.1,155894,157834,,Janthinobacterium sp FT68W,Bacteria,None,Proteobacteria,0.294,7
WP_152255090,,15480,zinc metalloprotease,PropLec7A_PLL,45430,649,Janthinobacterium,NZ_WFLL01000001.1,453459,455408,,Janthinobacterium sp FT14W,Bacteria,None,Proteobacteria,0.294,7
WP_152382455,,114,G-L family deacetylase,PropLec7A_PLL,45432,693,Achromobacter,NZ_CADIKQ010000001.1,553716,555797,,Achromobacter,Bacteria,None,Proteobacteria,0.151,2
WP_152436386,,14315,S8 family serine peptidase,PropLec7A_PLL,45436,787,Halosimplex,NZ_AOIU01000026.1,86356,88719,,Halosimplex carlsbadense,Archaea,None,Euryarchaeota,0.259,2
WP_152526836,,31183,hypothetical protein,PropLec7C_BPL_CVL,45440,363,Pseudogulbenkiania,NZ_AVPH01000084.1,12307,13398,,Pseudogulbenkiania ferrooxidans,Bacteria,None,Proteobacteria,0.577,7
WP_152534075,,5606,carbohydrate-binding protein,PropLec7A_PLL,45441,376,Bacillus,NZ_AYSE01000012.1,112310,113440,,Bacillus sp FJAT14578,Bacteria,None,Firmicutes,0.464,6
WP_152605133,,29153,"VCBS repeat-containing protein, partial",PropLec7B_PVL,45450,764,Phaeodactylibacter,NZ_JPOS01000054.1,50220,52510,,Phaeodactylibacter xiamenensis,Bacteria,None,Bacteroidetes,0.321,13
WP_152630103,,14242,VCBS repeat-containing protein,PropLec7B_PVL,45451,528,Haliangium,NC_013440.1,8455095,8456681,,Haliangium ochraceum,Bacteria,None,Proteobacteria,0.59,7
WP_152827128,,12780,hypothetical protein,PropLec7B_PVL,45460,2121,None,NZ_WHUT02000008.1,83831,90196,,Fertoebacter nigrum,Unclassified,None,None,0.314,6
WP_152862020,,6640,fucose-binding lectin protein,PropLec6A_RSL_AAL,45464,87,Burkholderia,NZ_WHNU01000038.1,15973,16236,,Burkholderia sp BE17,Bacteria,None,Proteobacteria,0.437,2
WP_152968544,,5690,carbohydrate-binding protein,PropLec7A_PLL,45469,355,Bacillus,NZ_LIXZ01000004.1,188402,189469,,Bacillus vietnamensis,Bacteria,None,Firmicutes,0.4,6
WP_152976497,,3034,carbohydrate-binding protein,PropLec7A_PLL,45470,353,Bacillus,NZ_ATAE01000056.1,91288,92349,,Alkalihalobacillus marmarensis,Bacteria,None,Firmicutes,0.369,6
WP_152978191,,6883,DUF346 domain-containing protein,PropLec7A_PLL,45471,425,Caloramator,NZ_LKHP01000002.1,124744,126021,,Caloramator mitchellensis,Bacteria,None,Firmicutes,0.579,6
WP_152988716,,15453,VCBS repeat-containing protein,PropLec7B_PVL,45472,956,Janthinobacterium,NZ_LNCE01000157.1,123,2993,,Janthinobacterium sp Ant521,Bacteria,None,Proteobacteria,0.28,4
WP_153287183,,37871,TIGR03767 family metallophosphoesterase,PropLec7A_PLL,45519,953,Saccharopolyspora,NZ_CP045643.1,1308326,1311187,,Streptomyces fagopyri,Bacteria,None,Actinobacteria,0.445,5
WP_153292756,,37870,glycoside hydrolase family 27 protein,PropLec7A_PLL,45522,698,Saccharopolyspora,NZ_CP045643.1,1582761,1584857,,Streptomyces fagopyri,Bacteria,None,Actinobacteria,0.322,3
WP_153481177,,39015,hypothetical protein,PropLec7A_PLL,45528,346,Saccharopolyspora,NZ_VDEQ01000042.1,12009,13049,,Streptomyces katsurahamanus,Bacteria,None,Actinobacteria,0.587,7
WP_153482466,,39012,amidase,PropLec7A_PLL,45529,262,Saccharopolyspora,NZ_VDEQ01000100.1,49378,50166,,Streptomyces katsurahamanus,Bacteria,None,Actinobacteria,0.315,4
WP_153485485,,39013,hypothetical protein,PropLec6B_tectonin,45531,237,Saccharopolyspora,NZ_VDEQ01000249.1,83881,84594,,Streptomyces katsurahamanus,Bacteria,None,Actinobacteria,0.588,6
WP_153485804,,39014,family 43 glycosylhydrolase,PropLec7A_PLL,45532,674,Saccharopolyspora,NZ_VDEQ01000266.1,12473,14497,,Streptomyces katsurahamanus,Bacteria,None,Actinobacteria,0.44,7
WP_153485811,,39016,"M23 family metallopeptidase, partial",PropLec7A_PLL,45533,247,Saccharopolyspora,NZ_VDEQ01000266.1,15599,16340,,Streptomyces katsurahamanus,Bacteria,None,Actinobacteria,0.505,1
WP_153520790,,38967,M23 family metallopeptidase,PropLec7A_PLL,45535,514,Streptomyces,NZ_VCLA01000018.1,29229,30773,,Streptomyces jumonjinensis,Bacteria,None,Actinobacteria,0.46,7
WP_153591648,,5668,carbohydrate-binding protein,PropLec7A_PLL,45547,282,Bacillus,NZ_WJCR01000001.1,259936,260784,,Bacillus thuringiensis,Bacteria,None,Firmicutes,0.551,7
WP_153657948,,9075,hypothetical protein,PropLec7A_PLL,45550,327,Chitinophaga,NZ_WJFD01000001.1,589177,590160,,Chitinophaga sp SYPB3965,Bacteria,None,Bacteroidetes,0.326,3
WP_153665136,,34224,"hypothetical protein, partial",PropLec7B_PVL,45551,1301,Shewanella,NZ_WJHV01000007.1,130673,134576,,Shewanella sp XMDDZSB48,Bacteria,None,Proteobacteria,0.237,3
WP_153865130,,25654,VCBS repeat-containing protein,PropLec7B_PVL,45558,623,None,NZ_JADKXZ010000002.1,302719,304590,,Myxococcaceae,Bacteria,None,Proteobacteria,0.346,6
WP_154674233,,25829,hypothetical protein,PropLec7A_PLL,45567,585,Nakamurella,NZ_AUFT01000011.1,193803,195560,,Nakamurella lactea,Bacteria,None,Actinobacteria,0.478,7
WP_154697458,,18063,hypothetical protein,PropLec7A_PLL,45569,490,Lentzea,NZ_CP016793.1,4854077,4855549,,Lentzea guizhouensis,Bacteria,None,Actinobacteria,0.258,4
WP_154697789,,18064,hypothetical protein,PropLec7A_PLL,45571,504,Lentzea,NZ_CP016793.1,8518066,8519580,,Lentzea guizhouensis,Bacteria,None,Actinobacteria,0.319,6
WP_154767361,,25830,PQQ-dependent sugar dehydrogenase,PropLec7A_PLL,45572,684,Nakamurella,NZ_WLYK01000001.1,1358975,1361029,,Nakamurella sp YIM 13287,Bacteria,None,Actinobacteria,0.312,2
WP_155252793,,33559,hypothetical protein,PropLec7A_PLL,45625,644,Salinispora,NZ_AZWA01000011.1,101424,103358,,Salinispora pacifica,Bacteria,None,Actinobacteria,0.385,3
WP_155348133,,422,hypothetical protein,PropLec7A_PLL,45641,386,Acrocarpospora,NZ_BLAF01000039.1,87101,88261,,Acrocarpospora pleiomorpha,Bacteria,None,Actinobacteria,0.473,7
WP_155357937,,385,hypothetical protein,PropLec7A_PLL,45643,321,Acrocarpospora,NZ_BLAE01000037.1,71146,72111,,Acrocarpospora macrocephala,Bacteria,None,Actinobacteria,0.555,7
WP_155370183,,7697,DUF2961 domain-containing protein,PropLec7B_PVL,45651,1091,Catellatispora,NZ_ML769304.1,209048,212323,,Catellatospora vulcania,Bacteria,None,Actinobacteria,0.31,5
WP_155372763,,7700,hypothetical protein,PropLec7A_PLL,45671,251,Catellatispora,NZ_WARX01000001.1,1179008,1179763,,Catellatospora vulcania,Bacteria,None,Actinobacteria,0.19,5
WP_155378087,,8316,hypothetical protein,PropLec7A_PLL,45685,535,Cellulomonas,NZ_CP045245.1,2976260,2977867,,Cellulomonas sp JZ18,Bacteria,None,Actinobacteria,0.279,4
WP_155893990,,11294,VCBS repeat-containing protein,PropLec7B_PVL,45734,360,Cystobacter,NZ_ANAH02000066.1,131412,132494,,Cystobacter fuscus,Bacteria,None,Proteobacteria,0.648,6
WP_155919385,,54886,exo-alpha-sialidase,PropLec7C_BPL_CVL,45736,552,Mycolicibacterium,NZ_VTGX01000001.1,646918,648576,,unclassified Mycolicibacterium,Bacteria,None,Actinobacteria,0.332,2
WP_155935754,,25533,exo-alpha-sialidase,PropLec7C_BPL_CVL,45737,654,Mycolicibacterium,NZ_VTHD01000001.1,646918,648882,,Mycolicibacterium sp CBMA 329,Bacteria,None,Actinobacteria,0.337,4
WP_155936615,,19506,hypothetical protein,PropLec7A_PLL,45738,432,Mesorhizobium,NZ_JAFG01000006.1,573172,574470,,Mesorhizobium ciceri,Bacteria,None,Proteobacteria,0.16,5
WP_155987615,,222,VCBS repeat-containing protein,PropLec7B_PVL,45739,750,Acidobacterium,NZ_JIAL01000001.1,3384068,3386320,,Acidobacterium ailaaui,Bacteria,None,Acidobacteria,0.338,5
WP_156057538,,22290,hypothetical protein,PropLec7A_PLL,45748,716,Micromonospora,NZ_JNZS01000009.1,135462,137612,,Micromonospora parva,Bacteria,None,Actinobacteria,0.263,4
WP_156058017,,22307,hypothetical protein,PropLec7A_PLL,45751,736,Micromonospora,NZ_JNZS01000038.1,3129,5339,,Micromonospora parva,Bacteria,None,Actinobacteria,0.31,3
WP_156090198,,11392,hypothetical protein,PropLec7A_PLL,45757,542,Dactylosporangium,NZ_JNYJ01000058.1,35201,36829,,Dactylosporangium aurantiacum,Bacteria,None,Actinobacteria,0.538,5
WP_156093701,,17716,hypothetical protein,PropLec7A_PLL,45763,488,Lechevalieria,NZ_BBOJ01000017.1,112610,114076,,Lentzea aerocolonigenes,Bacteria,None,Actinobacteria,0.247,3
WP_156100305,,35714,hypothetical protein,PropLec7A_PLL,45765,201,Streptomyces,NZ_JNYK01000039.1,98904,99509,,Streptomyces,Bacteria,None,Actinobacteria,0.463,4
WP_156111669,,52516,hypothetical protein,PropLec6B_tectonin,45766,866,Thalassospira,NZ_JRJE01000023.1,23349,25949,,Thalassospira australica,Bacteria,None,Proteobacteria,0.282,3
WP_156164198,,35238,hypothetical protein,PropLec7A_PLL,45769,734,Streptacidiphilus,NZ_BBPL01000069.1,7334,9538,,Streptacidiphilus albus,Bacteria,None,Actinobacteria,0.473,5
WP_156178465,,32989,hypothetical protein,PropLec7A_PLL,45770,90,Saccharothrix,NZ_JYJF01000001.1,20,292,,Saccharothrix sp ST888,Bacteria,None,Actinobacteria,0.472,1
WP_156178851,,33105,"DUF1906 domain-containing protein, partial",PropLec7A_PLL,45771,551,Saccharothrix,NZ_JYJF01000072.1,1,1655,,Saccharothrix sp ST888,Bacteria,None,Actinobacteria,0.446,3
WP_156207697,,42464,VCBS repeat-containing protein,PropLec7B_PVL,45774,509,Streptomyces,NZ_WHPN01000413.1,2089,3618,,Streptomyces sp TRM66187,Bacteria,None,Actinobacteria,0.353,6
WP_156213547,,17771,hypothetical protein,PropLec7A_PLL,45775,766,Lechevalieria,NZ_JYJG01000285.1,20279,22579,,Lentzea aerocolonigenes,Bacteria,None,Actinobacteria,0.422,3
WP_156213577,,17740,hypothetical protein,PropLec7A_PLL,45776,489,Lechevalieria,NZ_JYJG01000296.1,18422,19891,,Lentzea aerocolonigenes,Bacteria,None,Actinobacteria,0.24,3
WP_156316570,,18539,VCBS repeat-containing protein,PropLec7B_PVL,45781,1200,Leucobacter,NZ_JHBX01000105.1,70411,74013,,Leucobacter japonicus,Bacteria,None,Actinobacteria,0.397,7
WP_156324247,,9578,VCBS repeat-containing protein,PropLec7B_PVL,45782,1373,Citromicrobium,NZ_LAIH01000002.1,236264,240385,,Citromicrobium sp JL31,Bacteria,None,Proteobacteria,0.53,5
WP_156390620,,8096,VCBS repeat-containing protein,PropLec7B_PVL,45784,507,Caulobacter,NZ_LMFD01000007.1,25895,27418,,Caulobacter sp Root487D2Y,Bacteria,None,Proteobacteria,0.413,6
WP_156404905,,34986,fucose-binding lectin protein,PropLec6A_RSL_AAL,45785,99,Sphingomonas,NZ_LMIV01000002.1,894620,894919,,Sphingomonas sp Root241,Bacteria,None,Proteobacteria,0.423,2
WP_156522507,,5628,carbohydrate-binding protein,PropLec7A_PLL,45787,374,Bacillus,NZ_LXUH01000106.1,214070,215194,,Bacillus sp MKU4,Bacteria,None,Firmicutes,0.415,6
WP_156642183,,4933,hypothetical protein,PropLec7A_PLL,45788,566,Arthrobacter,NZ_KV467168.1,1328922,1330622,,Arthrobacter sp B6,Bacteria,None,Actinobacteria,0.255,4
WP_156724514,,45004,peptidoglycan DD-metalloendopeptidase family protein,PropLec7A_PLL,45790,530,Streptomyces,NZ_WHOM01000046.1,43649,45241,,Streptomyces sp TRM66233,Bacteria,None,Actinobacteria,0.433,7
WP_156724515,,42999,family 43 glycosylhydrolase,PropLec7A_PLL,45791,682,Streptomyces,NZ_WHOM01000046.1,45283,47331,,Streptomyces sp TRM66233,Bacteria,None,Actinobacteria,0.454,7
WP_156724518,,43698,peptidase M23,PropLec7A_PLL,45792,550,Streptomyces,NZ_WHOM01000046.1,50979,52631,,Streptomyces sp TRM66233,Bacteria,None,Actinobacteria,0.436,7
WP_156955286,,30565,hypothetical protein,PropLec7A_PLL,45801,643,Polaromonas,NZ_KL448323.1,2037409,2039340,,Polaromonas glacialis,Bacteria,None,Proteobacteria,0.388,6
WP_157031873,,15889,hypothetical protein,PropLec7A_PLL,45804,804,Kitasatospora,NZ_KK853997.1,837879,840293,,Kitasatospora cheerisanensis,Bacteria,None,Actinobacteria,0.385,4
WP_157041019,,32364,hypothetical protein,PropLec7A_PLL,45805,372,Roseiflexus,NC_009523.1,2169706,2170824,,Roseiflexus sp RS1,Bacteria,None,Chloroflexi,0.441,6
WP_157042815,,32361,hypothetical protein,PropLec7A_PLL,45806,333,Roseiflexus,NC_009767.1,2607533,2608534,,Roseiflexus castenholzii,Bacteria,None,Chloroflexi,0.441,5
WP_157063279,,18868,hypothetical protein,PropLec7A_PLL,45807,546,Luteipulveratus,NZ_CP011112.1,1148844,1150484,,Luteipulveratus mongoliensis,Bacteria,None,Actinobacteria,0.451,7
WP_157097252,,3339,hypothetical protein,PropLec7A_PLL,45808,494,Aminobacter,NZ_CP015006.1,512502,513986,,Aminobacter,Bacteria,None,Proteobacteria,0.182,6
WP_157168004,,46540,VCBS repeat-containing protein,PropLec7B_PVL,45813,437,Streptomyces,NZ_WPNZ01000018.1,32860,34173,,Streptomyces sp p1417,Bacteria,None,Actinobacteria,0.306,4
WP_157231734,,15067,S8 family serine peptidase,PropLec7B_PVL,45815,777,Hyalangium,NZ_JMCB01000001.1,454570,456903,,Hyalangium minutum,Bacteria,None,Proteobacteria,0.613,7
WP_157233897,,15703,peptidase M23,PropLec7A_PLL,45818,478,Kibdelosporangium,NZ_CP012752.1,8676881,8678317,,Kibdelosporangium phytohabitans,Bacteria,None,Actinobacteria,0.422,7
WP_157251521,,28850,hypothetical protein,PropLec7A_PLL,45821,485,Patulibacter,NZ_ATUD01000001.1,682388,683845,,Patulibacter americanus,Bacteria,None,Actinobacteria,0.46,4
WP_157252715,,27178,hypothetical protein,PropLec7A_PLL,45822,379,Nonomuraea,NZ_VRLV01000014.1,179395,180534,,Nonomuraea typhae,Bacteria,None,Actinobacteria,0.299,4
WP_157295398,,1610,glycoside hydrolase family 27 protein,PropLec7A_PLL,45825,642,Actinoplanes,NZ_KB903294.1,524425,526353,,Actinoplanes globisporus,Bacteria,None,Actinobacteria,0.281,3
WP_157366599,,4712,VCBS repeat-containing protein,PropLec7B_PVL,45834,396,Aquimarina,NZ_JH621252.1,66443,67633,,Aquimarina agarilytica,Bacteria,None,Bacteroidetes,0.578,6
WP_157368037,,3099,hypothetical protein,PropLec7A_PLL,45835,434,Alloactinosynnema,NZ_LN850107.1,3915023,3916327,,Alloactinosynnema sp L7,Bacteria,None,Actinobacteria,0.615,6
WP_157377096,,2893,hypothetical protein,PropLec7A_PLL,45836,539,Agromyces,NZ_LMFU01000002.1,1717441,1719060,,Agromyces sp Root1464,Bacteria,None,Actinobacteria,0.367,4
WP_157383369,,26511,hypothetical protein,PropLec7A_PLL,45837,321,Nonomuraea,NZ_KB903986.1,31738,32703,,Nonomuraea coxensis,Bacteria,None,Actinobacteria,0.536,7
WP_157408036,,758,hypothetical protein,PropLec7A_PLL,45838,722,Actinomadura,,0,0,,Actinomadura atramentaria,Bacteria,None,Actinobacteria,0.39,6
WP_157430369,,841,carbohydrate-binding protein,PropLec7A_PLL,45844,307,Actinomadura,NZ_BCQT01000003.1,117930,118853,,Actinomadura macra,Bacteria,None,Actinobacteria,0.347,6
WP_157434375,,493,hypothetical protein,PropLec7A_PLL,45845,562,Actinoalloteichus,NZ_CP016076.1,5235742,5237430,,Actinoalloteichus,Bacteria,None,Actinobacteria,0.374,7
WP_157434376,,508,hypothetical protein,PropLec7A_PLL,45846,118,Actinoalloteichus,NZ_CP016077.1,5296641,5296997,,Actinoalloteichus sp GBA12924,Bacteria,None,Actinobacteria,0.342,2
WP_157434377,,507,hypothetical protein,PropLec7A_PLL,45847,471,Actinoalloteichus,NZ_CP016077.1,5296985,5298400,,Actinoalloteichus sp GBA12924,Bacteria,None,Actinobacteria,0.395,4
WP_157464225,,8185,"S8 family serine peptidase, partial",PropLec7B_PVL,45859,673,Cellulomonas,NZ_AXNT01000183.1,8156,10175,,Cellulomonas cellasea,Bacteria,None,Actinobacteria,0.718,3
WP_157465294,,11591,hypothetical protein,PropLec7C_BPL_CVL,45860,508,Deinococcus,NZ_KB906408.1,49153,50679,,Deinococcus apachensis,Bacteria,None,DeinococcusThermus,0.363,6
WP_157469678,,9681,carbohydrate-binding protein,PropLec7A_PLL,45861,329,Clostridium,NZ_JNLN01000001.1,37907,38896,,Clostridium algidicarnis,Bacteria,None,Firmicutes,0.599,6
WP_157494347,,17265,hypothetical protein,PropLec7A_PLL,45862,747,Kutzneria,NZ_KK037166.1,1273386,1275629,,Kutzneria sp 744,Bacteria,None,Actinobacteria,0.355,3
WP_157494594,,17312,hypothetical protein,PropLec7A_PLL,45863,271,Kutzneria,NZ_KK037166.1,3928989,3929804,,Kutzneria sp 744,Bacteria,None,Actinobacteria,0.221,4
WP_157514026,,26204,hypothetical protein,PropLec7A_PLL,45866,107,Nocardia,NZ_BAFX01000066.1,59545,59868,,Nocardia concava,Bacteria,None,Actinobacteria,0.41,3
WP_157522621,,14594,hypothetical protein,PropLec7A_PLL,45872,353,Herbidospora,NZ_BBXG01000014.1,198739,199800,,Herbidospora cretacea,Bacteria,None,Actinobacteria,0.556,7
WP_157527790,,22563,hypothetical protein,PropLec7A_PLL,45874,322,Micromonospora,NZ_LRQV01000109.1,20658,21626,,Micromonospora rosaria,Bacteria,None,Actinobacteria,0.278,3
WP_157527872,,15728,hypothetical protein,PropLec7A_PLL,45875,848,Kibdelosporangium,NZ_CDME01000007.1,44807,47353,,Kibdelosporangium sp MJ126NF4,Bacteria,None,Actinobacteria,0.3,14
WP_157529509,,26227,hypothetical protein,PropLec7A_PLL,45876,491,Nocardia,NZ_LGDY01000120.1,52139,53614,,Nocardia sp NRRL S836,Bacteria,None,Actinobacteria,0.336,4
WP_157536084,,16052,hypothetical protein,PropLec7A_PLL,45878,591,Kitasatospora,NZ_JQLN01000004.1,234554,236329,,Kitasatospora mediocidica,Bacteria,None,Actinobacteria,0.403,5
WP_157545998,,14453,hypothetical protein,PropLec7A_PLL,45883,199,Hamadaea,NZ_AUAX01000015.1,54737,55336,,Hamadaea tsunoensis,Bacteria,None,Actinobacteria,0.364,2
WP_157546104,,14442,hypothetical protein,PropLec7A_PLL,45884,397,Hamadaea,NZ_AUAX01000016.1,8674,9867,,Hamadaea tsunoensis,Bacteria,None,Actinobacteria,0.564,7
WP_157548004,,23319,VCBS repeat-containing protein,PropLec7B_PVL,45888,1530,Micromonospora,NZ_GG657738.1,2766653,2771245,,Micromonospora sp ATCC 39149,Bacteria,None,Actinobacteria,0.19,4
